animalId,animalName,location,age,ageStatus,microchipId,species,breed1,breed2,sex,color1,color2,size,sterilized,vaccinated,houseTrained,registrationDate,shelterTenure,specialNeeds,goodWithDogs,goodWithCats,goodWithOther,goodWithChildren,fosterStatus,shelterId,description
31180,Jelly Bean,foster home,1,baby,ZuWc4GOO9ECYMCi,dog,Mixed Breed,None,male,brown,white,medium,no,no,yes,2019-02-12,78,no,yes,no,no,yes,Not available to foster,0,Puppy for adoption
31181,Omey,home,15,young,L350SUpX55JFPrb,cat,Siamese,None,female,gray,None,medium,no,yes,yes,2019-03-30,32,no,yes,no,no,yes,Adopted,0,"Looking for a SERIOUS adopter for Omey. The adoption fee only for registration and will be return back. Feel free to whatapps me. * She is mixed siamese and Domestic Short Hair * Diet - Canned Food Mackerel Fussie Cat + kibbles Blackwood (Chicken and Corn) * She is litter trained, but you may need to train her in the new home. * For adopter who never have cat, i will guide you thoroughly and repacked kibbles will be given for free."
31182,Malibu,shelter,5,baby,60NncqtaEENLgV5,cat,Oriental Short Hair,None,male,white,None,medium,no,yes,yes,2019-01-08,113,no,no,yes,yes,yes,Available to foster,91012,"Malibu is a sweet and loving cat, very affectionate and would do well with other pets. He is still young and playful. He has not been neutered but if you want to adopt, I would be willing to pay for the fees to get it done."
31183,Brownie,foster home,1,baby,uRgOtZrP7xa2ZrL,dog,Mixed Breed,Mixed Breed,female,black,brown,small,no,no,yes,2019-01-15,106,no,no,no,yes,yes,Not available to foster,0,"She is a girl who love to follow her owner ,and she is very manja but really aktif ... if you like her pls call me thanksssss..."
31184,MAX,home,36,adult,ATxZLWCuMlw8KKU,dog,Mixed Breed,None,male,brown,cream,small,yes,yes,yes,2019-01-06,115,no,no,no,yes,no,Adopted,0,"Max is a terrier mix and was adopted from the SPCA. I took him in as he was real quiet and adorable,basically to cute to be in a cage, but this was also so that I could toilet train him and get to know his character. Now Max is fully toilet trained and is a real quiet adorable dog. He is very friendly and most suitable as a family dog. He likes to play and go for walks. He had a basic groom, due to the weather being hot but still looks adorable. The adoption fee is to ensure a responsible owner"
31185,Velvet,foster home,9,young,Bcqh3bat8zkeU4h,cat,Bombay,None,female,black,None,small,yes,no,no,2019-04-12,19,no,no,no,no,no,Not available to foster,0,"Velvet is a stray cat who we spayed and released but she really is too affectionate to be a street cat! Often she tries to follow us home after feeding and we are afraid she may come to harm. Velvet is a very low-maintenance, friendly and affectionate young cat who will do fine indoors or outdoors in a quiet neighbourhood. Please give me a call or drop me an email if you can find room in your heart and home for her."
31186,Kato,shelter,6,baby,re6tRWkHzdCDUS6,dog,Schnauzer,Terrier,male,cream,gray,medium,no,yes,yes,2019-03-24,38,no,yes,no,no,yes,Available to foster,91005,"Very healthy,playful,docile,quiet. Very happy puppy. But needs attention and love. I have limited time for the puppy"
31187,No name,home,2,baby,xyGoODs6uI1uxlm,dog,Mixed Breed,None,female,black,brown,medium,no,no,yes,2019-04-07,24,no,yes,yes,yes,yes,Adopted,0,just one puppy left..
31188,Arlo,shelter,1,baby,ivdFeq5qwdDe7Za,dog,Mixed Breed,Mixed Breed,male,brown,None,small,no,no,yes,2019-01-22,99,no,no,yes,yes,yes,Available to foster,91021,"-rescued from a drain in Kuantan (20th Dec ) -male, around 6 weeks old -healthy -cute and active Characteristic -black colour mouth -fur brown -one paw white -tail black -scared of loud noises I've done a great deed as I've rescued and helped a little puppy, Arlo to find a new loving home. Mission Accomplished! I wish to help more homeless puppies and strays as Arlo really encouraged me to do so. Arlo was scared of living with a family after I brought him home.He was so afraid of us. He was gro"
31189,K-4 Cute Ethan,home,24,young,qBL4k83tH13NzMy,dog,Pomeranian,Mixed Breed,male,yellow,white,small,no,no,yes,2019-03-14,48,no,no,no,yes,yes,Adopted,0,"Ethan is an alert, cute pooch! Great with kids and ever ready to please. ""This dog is one of the dogs rescued from the Klang Pound in April just before D-day (when they are put to death). It has been rehabilitated and urgently needs a loving home as we have limited resources. It is unfortunate that due to the aggressiveness of the contracted dogcatchers, most of these beautiful dogs are not strays and previously had homes. Hence, most of them are sociable and loving. Serving the voiceless, SAS "
31190,[{(Border Collie Puppy No1)}],home,1,baby,Jfdi4wb1yhn6w3Z,dog,Border Collie,None,female,black,cream,medium,no,no,yes,2019-01-02,119,no,no,no,yes,yes,Adopted,0,"BORDER COLLIE PUPPY No 1 FOR ADOPTION! The smartest dog breed in the world! Age:3 weeks. Very very cute and fluffy! Easily mistaken as a hamster! 1)Color like hamster,female."
31191,Chiclet,home,2,baby,HYluUOGY8WsxqAd,dog,Mixed Breed,None,female,black,brown,medium,no,no,yes,2019-02-08,82,no,yes,yes,yes,no,Adopted,0,"Chiclet was rescued from Sri Murni, Selayang in an abandoned field. She is one of 6 siblings found huddled together in a hole. Clean bill of health from vet. Chiclet is playful but is anxiously missing her siblings and mummy. Could you please give her a forever home? No fee needed just make sure you have a heartful of love! Sponsorship of cost of vaccinations is available (terms and conditions apply). Please call me for a viewing and / or delivery. Thank you!"
31192,No name,foster home,3,baby,gOYcAx09FN6h0qT,dog,Mixed Breed,None,male,black,None,medium,no,no,yes,2019-04-30,1,no,yes,no,yes,no,Not available to foster,0,"A male puppy of 3 months plus found at Century Gardens, Johor Bahru is looking for a home urgently, please contact Sandrah at for further information."
31193,No name,home,3,baby,zEZ6Yt1cSlT5H8j,cat,Siamese,Singapura,female,brown,white,small,no,no,no,2019-04-18,13,no,yes,yes,yes,yes,Adopted,0,Siamese like cat for adoption. Kitten which has a lot of passion in her life. Always curious when it comes to exploration. Lovely and cuddly too. Kindly whatsapp or call me if u are interested.
31194,Meena,home,1,baby,4mAFhv1r8yowdrT,dog,Mixed Breed,None,female,black,brown,medium,no,yes,yes,2019-03-27,35,no,yes,no,yes,no,Adopted,0,Healthy puppy looking for a home sweet home. No tying or caging for long hours except for precautionary purposes. Reimbursement of vaccination and deworm upon adoption. Commitment to spay is compulsory. Interested to adopt pls call Amy Ang -
31195,å°ä¸ç¹XIAO-BU-DIAN,shelter,36,adult,hbns7PlU9CbRjub,dog,Shih Tzu,None,female,brown,cream,small,no,yes,yes,2019-04-12,19,no,no,no,yes,no,Available to foster,91008,The owner can not continue to keep it up because you want to go abroad
31196,Daisy,home,6,baby,vezkXPlSf6mx953,dog,Mixed Breed,None,female,brown,None,medium,no,no,yes,2019-04-04,27,no,no,no,yes,yes,Adopted,0,"she's sweet and active. playful at times. Wish to keep her though, but we plan to move to apartment."
31197,Stray,home,2,baby,qdotgJfosMpOnEy,cat,Abyssinian,None,female,black,brown,medium,no,no,yes,2019-02-02,88,no,yes,no,yes,no,Adopted,0,Jumpa dia kat kafe di UTM Skudai dalam keadaan kotor. Saya bawa balik mandikan. Saya dah nak habis belajar bulan ni. Tolong siapa tinggal di JB if nak adopt dialu-alukan
31198,Lil Miss,foster home,4,baby,sxSTg3lOroPbkI1,cat,Domestic Short Hair,Domestic Short Hair,female,black,gray,medium,no,no,yes,2019-03-09,53,no,no,yes,no,no,Not available to foster,0,"Female. Age not sure, but guess around 4 months old now. Found this kitten alone and hungry in petrol station 2 months ago. She was very skinny then. We took it home and now she's ready for a new family. We feed her Blackwood Kitten. She is now a beautiful kitten, growing well and her fur is shinier and softer. Please ctc -"
31199,Ice,foster home,2,baby,k9sm8Tpw2mt3Hx0,cat,Domestic Short Hair,None,female,black,golden,medium,no,no,yes,2019-01-28,93,no,no,yes,yes,no,Not available to foster,0,"Ice was found on 24 October in front of my house mewing. I tried to tempt her with food but she is too young to recognize food. So I carried her in and gave her biscuits which she ate hungrily. I've given her a bath with anti-fleas shampoo, sprayed Frontline on her, cleaned her ears and am giving her Cod Liver Oil to regain her strength. She has been very active today and curious about her surroundings. Ice is approximately 6-7 weeks old. She's female and her photos are attached. I'm looking fo"
31200,Owen,foster home,12,young,CABRcHPHmhbOxUV,cat,Domestic Medium Hair,None,male,golden,white,medium,no,yes,no,2019-02-08,82,no,yes,yes,no,no,Not available to foster,0,manja. penakut kuat makan boleh kol
31201,éªéª,foster home,4,baby,KyLPzfixIO5hcGC,cat,Domestic Short Hair,None,female,white,None,small,yes,no,no,2019-03-26,36,no,no,no,yes,no,Not available to foster,0,"Am odd eyes female white fur kitty ready for adoption,she playful and wander around my car park lot at my apartment,taman Sri sinar,please help to give her a new home."
31202,Bruno,home,2,baby,gHyQlK80Bi04sDk,dog,Mixed Breed,Mixed Breed,male,black,brown,medium,no,yes,no,2019-03-04,58,no,yes,yes,yes,no,Adopted,0,For Adoption
31203,Pablo,shelter,4,baby,CWIinFk3CRZ63db,cat,Tabby,Domestic Short Hair,male,yellow,white,small,no,no,yes,2019-01-14,107,no,yes,no,yes,no,Available to foster,91017,"Loves people, really good with kids, easy to bath."
31204,Bunny,home,36,adult,3zOlAGG4dtvJmlV,dog,Mixed Breed,None,female,brown,None,medium,yes,yes,yes,2019-02-12,78,no,no,yes,yes,no,Adopted,0,"Found her on street 3 years ago, been bring her and her brother to home, brother been adopted, Bunny stay with me about 1 and half year, due to I moved to a smaller apartment, and not able to provide her good home, i leave her at brother home, and they take care her until now, but due to they also moving to condo soon, so unable to take care her anymore. Bunny is indoor dog, and she happy if could find a landed properties as her forever home. She lovely, toilet train, know command, play fetch a"
31205,Kaya,shelter,24,young,BxoCVLH9J2mXCuz,cat,Domestic Short Hair,Tabby,female,black,yellow,medium,yes,no,no,2019-03-03,59,no,yes,no,yes,no,Available to foster,91003,Kaya gave birth to six kittens last August. All her kittens but one was adopted. Kaya is spayed and has very good personality. She is a little timid at first but very soon knows to relax. She is a quiet but curious cat. Her big round eyes are beautiful and would make a perfect companion as pet. I hope you can adhere to below: 1. Provide all basic health care as necessary 2. Must keep her strictly indoor only for her welfare 3. To update once in a while on her condition until fully adapted. Plea
31206,WONDER,shelter,24,young,3pZ2TqnNyn2nb07,dog,Golden Retriever,None,male,brown,None,large,no,no,yes,2019-03-29,33,no,yes,yes,no,yes,Available to foster,91002,"He was found wondering in a field in Puchong Kinrara... very obedient and listens to commands, gentle and so adorable. He is not a stray, probably ran out of the house... and lost his way home. Hopefully the owner of this dog see this ad and call me to take him home. Since there is no response from the owner, I wish some good soul could give him a good home by adopting him. THANKS."
31207,Bobby,home,72,senior,76WV8x050TmcVVf,dog,Shih Tzu,None,male,brown,cream,small,no,yes,yes,2019-01-03,118,no,yes,yes,no,no,Adopted,0,This pity Shih Tsu is under medication control. He has some skin problem which caused bleeding. He need to look for a new careful and lovely owner who can take good care of him. I been forced to let it go because my family is migrating to other country and i am not able to send him over.
31208,Abam,shelter,24,young,9zoZqU93pBtpRTg,cat,Domestic Long Hair,None,male,gray,white,large,no,no,yes,2019-01-29,92,no,yes,no,yes,no,Available to foster,91005,Sweet face and cute cat. He is one eye cat. Blind from birth.. but have the cutest face.
31209,Burmese Kitten,home,3,baby,riyNeePZ0Kf7xRP,cat,Burmese,None,female,brown,cream,small,no,no,yes,2019-04-29,2,no,no,no,yes,yes,Adopted,0,"I found this kitten at legoland open space carpark. I when for a swim at 1pm and headed back to the car about 6pm the same kitten is still there. It's really friendly and i had no heart to just leave the hungry kitten alone especially today is really hot weather. The kitten looks burmese with blue eyes and dk brown seal point nose. However, i dont intend to keep cats at hm because I have no time and my parents do not allow any sort of animals at hm. I seek help if anyone can foster or adopt thi"
31210,Eva,home,48,adult,ZpnzBmbYhmdcHym,cat,Maine Coon,None,female,black,brown,large,yes,yes,yes,2019-04-20,11,no,yes,no,yes,no,Adopted,0,Eva is a pure maine coon. She takes time to warm up to you. Was a breeding queen. She is spayed and vaccinated. One of her eyes had bad infection which the breeder left untreated. Treatment done but the eye is slightly smaller than the other. She is a large female cat and gets along with all cats and kittens. Fine with dogs too. Need lots of brushing and grooming cos her fur is really thick and long. Only adopt her if you are patient and have plenty of time to groom her.
31211,Jack,foster home,5,baby,CNMOkvHcC4RYAHG,dog,Jack Russell Terrier,Mixed Breed,male,white,None,medium,yes,yes,yes,2019-03-30,32,no,no,no,yes,yes,Not available to foster,0,"Jack is a Jack Russell crossed. He is very friendly, active, playful, and joyful. He has four short legs and a stubby tail.Still it will wags vigourously atwhat delights him.You should see how he & his age gang troop around our garden & terrace."
31212,Miju,home,2,baby,gEpdkyeGWPG4XlK,cat,Domestic Short Hair,Oriental Short Hair,female,black,brown,small,no,no,yes,2019-03-24,38,no,yes,no,yes,no,Adopted,0,Miju ， above 2 month， found at my condo waste chamber， her two eye had been infected serious。 After 2 week medicine and treatment， now she is recover， n deworm already， ready to adopt。 She is active，playful， friendly， short hair，a black and brown fur at bottom head near the ear ，a small circles of brown fur at shoulder，a very cute rounded tail with brown and black fur ， and some more brown spot at leg 。 she is taking LV Growth Kitten kibble， n trained to use ca
31213,Grey,shelter,2,baby,6jt2h2Hq1ZMyfAN,cat,Domestic Medium Hair,None,female,gray,None,small,no,no,yes,2019-01-14,107,no,yes,no,yes,no,Available to foster,91005,"FREE ADDOPTION. Looking for loving family for this cute stray kitten yg sgt sehat n playful. location: Batu Pahat, Johor."
31214,Pooki,shelter,24,young,QyzPRuD0NxQpQ5F,dog,Poodle,None,male,white,None,small,no,no,no,2019-03-29,33,no,no,yes,yes,yes,Available to foster,91000,"this poodle was found by security guards, roaming around bukit maluri kepong. Friendly dog. Owner pls come forward. Dog will be placed for adoption if no claims."
31215,No name,shelter,72,senior,LsWKkCoIploIhkJ,dog,Beagle,None,male,black,brown,medium,no,no,yes,2019-03-15,47,no,no,yes,yes,no,Available to foster,91023,Healthy condition.
31216,Subject,shelter,2,baby,4Zz1llngXLWf7zG,dog,Mixed Breed,None,female,black,yellow,small,no,no,yes,2019-04-20,11,no,yes,no,yes,no,Pending,91021,Lonely 2-3 months old pup believed to be lost or abandoned sitting in the middle of Bukit Jalil - Old Klang Road divider. Manage to capture him before crossing the road & hit by fast speeding cars. Temporary sheltered while awaiting for other fosterers/adopters. View her video here:
31217,*blue Eyes - Blackie*,shelter,1,baby,dIx9N6Z6flcwrIm,cat,Domestic Medium Hair,None,male,black,None,medium,no,no,yes,2019-02-07,83,no,yes,no,yes,no,Pending,91005,Blue eyes and Shiny Black fur... really a pretty sight! do adopt Blackie and give it love!
31218,No name,home,2,baby,K8oYwpNzvrqNfXv,dog,Mixed Breed,None,female,brown,None,medium,no,no,yes,2019-03-21,41,no,no,yes,no,no,Adopted,0,quite active and cute.. if anyone feel interested pls post a reply to me..
31219,Flo & Maylee,shelter,2,baby,nevMIjiFNuEnUlq,dog,Mixed Breed,Doberman Pinscher,female,black,brown,medium,no,no,yes,2019-04-07,24,no,no,no,yes,yes,Available to foster,91007,"Mayleen and Flo are two lovely adorable sisters. They are very friendly and affectionate, but wary of strangers and make good watchdogs. Mayleen has golden hues on her face, making her a husky look-alike. Flo has a darker face with brown feet, and is the more outgoing and dominat of the two. Looking for good homes. Adopters must vaccinate and spay them."
31220,Utih,shelter,1,baby,zWvtjU8ggapKIqn,cat,Domestic Short Hair,None,female,brown,white,large,no,no,yes,2019-04-16,15,no,yes,yes,no,no,Available to foster,91023,"UTIH adalah salah sekor dari 5 beradik yg di tinggalkan di hostel BMI unikl di gombak. Mereka ditinggalkan tanpa ibu. Keadaan mereka sangat menyedihkan. Kelaparan, ketakutan dan kesejukkan. Usia mereka dlm lingkugan 2 minggu waktu tu. Mereka diserahkan oleh seorang pelajar bmi yg baik hati. Dia sanggup selamatkan dan serahkan pada saya. Kini UTIH dan yg lain dah besar, kuat, sihat dan ceria. UTIH kuat makan dan kuat nenen. Apa apa pasti dia yang nak dulu. UTIH pandai merayu suara sedih minta ne"
31221,Amber,foster home,2,baby,5nF5JurvcbMH95R,cat,Tortoiseshell,Domestic Short Hair,female,brown,golden,medium,no,yes,no,2019-03-03,59,no,no,yes,yes,yes,Not available to foster,0,"Amber is loving, affectionate, high spirited, loves to play with her toys, entertains herself well, enjoys just hanging out with us each day."
31222,Abby,home,7,young,ByMXl1AB1YqGtMI,dog,Mixed Breed,None,female,black,brown,medium,no,yes,no,2019-04-14,17,no,no,no,yes,no,Adopted,0,"Abby is a very friendly and adorable dog. She loves human attention too. Future adopter must spay her once she is adopted(we will come and check). No caging or chaining is allowed, Abby must be allowed to run freely in the house compound. Only serious adopters will be entertained. *Abby is currently resided at LASS Shelter in Bestari Jaya.*"
31223,Lika,home,3,baby,N0QrXjPm9pgfWHG,cat,Domestic Medium Hair,None,male,yellow,None,small,no,no,yes,2019-03-19,43,behavioral,yes,yes,yes,yes,Adopted,0,Playfull active n needs a good home
31224,Kitty ( As In City Kitty ),foster home,5,baby,criq3v6kEJqoywE,cat,Domestic Short Hair,None,male,black,golden,medium,yes,no,yes,2019-03-14,48,no,yes,yes,yes,no,Not available to foster,0,"Crying outside our place 1-2 days, looking for food & to mate. NEUTERed & RE-HOMED now. Like & regularly check Pets + Strays for : * FREEBIES - when available * Suggestions * LATEST updates * product & services review / endorsement * leave your contact details / linkup"
31225,Candy,shelter,3,baby,xCZcPY0yYzukF4r,dog,Beagle,Mixed Breed,female,brown,white,medium,no,yes,no,2019-01-12,109,no,yes,no,yes,yes,Available to foster,91018,Puppy found on roadside.Quiet nature but friendly once you get to know her.Right hind paw slightly deformed but then it should not be a hindrance to her to be given a chance to love and be loved.
31226,Short Tailed Puppies,shelter,1,baby,XBuKPXYRMGjcZ9O,dog,Mixed Breed,None,female,brown,cream,medium,no,no,yes,2019-05-01,0,no,yes,yes,yes,no,Pending,91009,"this adorable short tailed puppies available for adoption.. please give a life to them... kindly sms or watsapp if interested, both mother and father dog are medium size and short coating.."
31227,Cleopatra,shelter,13,young,5fCvCqU2tDP3v4a,cat,Domestic Medium Hair,None,female,black,brown,large,no,yes,no,2019-02-13,77,no,no,no,yes,no,Available to foster,91012,"I adopted this cats 1 year ago, but because urgent personal circumstances, I have to find new owners. I write everything about the cat, so that you know who you take and whether it is okay for you. The cat is very playful, but doesn't like when you touch her too much, but she's okay to sit or sleep near by you, if you don't disturb her. With her in your house there will never be mice and cockroaches, she is a wonderful hunter. She does not like water, she is accustomed to the toilet. Eats only "
31228,Freezer,shelter,24,young,rTwv4uhHyg8mbOI,cat,Domestic Short Hair,Tabby,female,black,brown,medium,yes,no,yes,2019-03-26,36,no,yes,yes,yes,yes,Available to foster,91004,"Freezer was captured in a cage at an apartment area. When asked, we got to know she was about to be dumped to another area by the apartment management. She was rescued away and brought for spaying and then to be released. However, due to her sweet and gentle personality, we are trying hard to rehome her. She loves eating and greets people with her friendly meows. Also responses to human talk by meow. She is active but behaves well. Purrs a lot. I hope you can adhere to below: 1. Provide all bas"
31229,Didi,home,3,baby,9NY1v7gMixmWpOi,cat,Tabby,None,male,brown,None,small,no,no,yes,2019-02-12,78,no,no,yes,yes,no,Adopted,0,"Didi is an orphan kitten found at the back of my house. He was found malnourished with feces full of worms. However, he was brought to the vet and got dewormed and now has become a happy and healthy kitten. He has not been spayed yet as he has not reached that minimum age. We planned to vaccinate him in a weeks time. He's very friendly with people and would purr immediately when you hold him. He's also toilet trained and would only require a litter box with newspaper to do his business, very sm"
31230,Snowie,foster home,13,young,Of7uGCUkgYtax4B,dog,Spitz,None,female,white,None,medium,no,yes,yes,2019-01-05,116,no,yes,yes,yes,yes,Not available to foster,0,"Adopted a year ago but my work time concern unable to take care her well. She is loyal, playful and alert dog."
31231,Corgi,home,2,baby,m0gZ4No30AgGTPJ,dog,Mixed Breed,Mixed Breed,female,brown,None,medium,no,no,no,2019-03-19,43,no,yes,no,yes,no,Adopted,0,For Adoption
31232,Little Coal,shelter,2,baby,ZjWuywuyuxZ4Nby,dog,Mixed Breed,None,female,black,None,medium,no,no,yes,2019-04-07,24,no,yes,yes,yes,no,Pending,91019,Little puppy was rescued from a Selayang factory where its mother gave birth. Mother dog is one of the factory's dog. We will spay the mother dog after she has recover from milking the pups.
31233,Hershey,shelter,8,young,dUid1tz1yLFWU2E,dog,Schnauzer,Poodle,female,cream,None,medium,yes,yes,yes,2019-04-15,16,no,no,no,no,no,Available to foster,91007,"Hershey was abandoned at the temple by an irresponsible owner.She is extremely loving, friendly and super active. She needs an adopter who will look after her like their own daughter. She should not be caged or tied and should taken for regular walks. Those willing to give a loving home and show her true love can contact me at. Thank you!:)"
31234,Angelini,home,2,baby,LhQvuePV7YZsSGh,dog,Mixed Breed,None,female,black,brown,medium,no,no,yes,2019-04-22,9,no,no,yes,yes,yes,Adopted,0,Cute puppy looking for a forever home. Commitment to spay is compulsory. Interested to adopt pls contact 
31235,Lulu,foster home,2,baby,cW1rDEpP656zrdP,cat,Domestic Short Hair,None,female,cream,gray,small,no,no,no,2019-01-07,114,no,no,yes,no,yes,Not available to foster,0,lulu ni anak kiki. kalau sesiapa yang nak lulu boleh hubungi saya. jangan risau dia dah pandai makan sendiri dan dah pandai berak kat pasir
31236,No name,shelter,12,young,nv297UEsZDrQweG,cat,Domestic Short Hair,None,female,black,yellow,medium,no,no,yes,2019-03-24,38,no,no,yes,no,no,Available to foster,91005,"She is a stray cat, that came to feed regularly but being bullied a lot by other strays. So hopefully can get adopted coz she is soo manja and gentle. Adopter must be willing to neuter her and she will only go to a cage free home. Thank you."
31237,Jack,foster home,18,young,VQ5ycPmghAJhWH9,dog,Mixed Breed,Corgi,male,cream,None,medium,no,yes,yes,2019-04-23,8,no,yes,no,yes,yes,Not available to foster,0,"Hi I m a Corgy mixed ....I here to look for a good home.I can be playful when u play with me ,mean while i can b very dedicated n protect u as a great guard dog . So if anyone wish to adopt me please contact (Ling) Thank you for sparing a time to read my profile . Pets Profile: Name : Jack Age : 1 1/2 yr Breed: Corgy mixed Color: Cream Gender: Male"
31238,Blackie,home,2,baby,mYav5BY9YBRuNfa,cat,Domestic Short Hair,None,male,black,None,small,no,no,no,2019-02-13,77,no,yes,no,no,no,Adopted,0,"I rescued a black kitten that urgently needs a home because I couldnt foster him. Hes a very pampered kitty. As I brought him home, he walks by my side and follows me around. Interested please contact me at"
31239,Xiao Bai,foster home,2,baby,fbbgoc1RTaekDtK,dog,Mixed Breed,None,male,white,None,medium,no,no,yes,2019-02-25,65,no,no,yes,yes,no,Not available to foster,0,He is a active boy. He likes play with people.
31240,Mega,foster home,84,senior,6QPnswY4vlkaZSa,cat,Domestic Short Hair,None,male,black,brown,large,yes,no,no,2019-03-27,35,no,yes,no,yes,no,Not available to foster,0,"Mega, named after his strong will and maggot wound. Surrender by rescuer, surrender fee RM paid. Severe maggot wound, complete fractured of L front leg & sporotrix. Amputated L front leg. Sporotrix under treatment and healed well. Castrated male. Looking for an owner who can keep him fully indoor. Adoption fee RM to cover for medical bill e.g. vaccination, deworming, boarding, deflea, amputation cost & neutering. Mega doesn't like other cats. For more information, pls contact, office hour Mon-T"
31241,Fifi,home,10,young,k5KkUx3knGU1Pf1,dog,Dachshund,Mixed Breed,female,black,brown,medium,yes,yes,no,2019-03-30,32,no,yes,no,yes,yes,Adopted,0,"Fifi is a cute Dachshund Mix with slightly short legs and skiny coat. She loves to play with people and chase cats. She has good behaviour, very friendly and is a good guard dog."
31242,Bird Bird,home,2,baby,FLPPEM6PIgif4uC,dog,Mixed Breed,Mixed Breed,male,black,white,medium,no,yes,yes,2019-01-27,94,no,yes,no,yes,yes,Adopted,0,For Adoption
31243,Flower,foster home,2,baby,cIpj8l0xweoyds4,cat,Calico,Domestic Short Hair,female,black,brown,medium,no,no,yes,2019-04-09,22,no,no,no,no,yes,Not available to foster,0,"Flower is a shy and gentle girl. She was found with her brother without a mama cat. Nursed by a rescued (temporary) mother cat, she is now able to eat dry food and wet food, also litter box trained. I hope you can adhere to below: 1. Must be spayed when old enough 2. Must vaccinate her annually 3. Must keep her strictly indoor only for her welfare 4. Must not be kept in cage for too long 5. Must attend to her health and medical need (if any in the future, she is now healthy) 6. To avoid feeding"
31244,Kitten 3,home,1,baby,xwFsxxKEl076yWv,cat,Domestic Short Hair,None,female,black,yellow,small,no,no,no,2019-03-13,49,no,no,yes,yes,yes,Adopted,0,this little cute fella will only ready for adoption in 1 and a half months time as it still needs special attention from us.
31245,KFC Boy,foster home,1,baby,SVhpDGLzApQrcs0,cat,Domestic Medium Hair,None,male,golden,cream,medium,no,no,no,2019-02-04,86,no,yes,yes,yes,no,Not available to foster,0,"Adorable domestic medium hair kitten looking for new home. He is KFC Boy, a golden-orange kitten, about 1 month old now. He has medium-long hair but his hair not so thick. He has a straight and fluffy tail. He has beautiful sky blue eyes too. He has orange stripes on his back and legs like tiger. His meowing voice is so sweet and gentle. He has de-flea and was de-wormed on 21th November . He is feeding on kibbles plus canned fish now. He is healthy, very active and playful. He is toilet (potty)"
31246,Frigga,home,36,adult,4H4LnClH8JitkuP,dog,Jack Russell Terrier,Mixed Breed,female,brown,white,medium,yes,yes,yes,2019-01-05,116,no,no,no,yes,no,Adopted,0,We have over one hundred gorgeous rescued dogs available for adoption at our rehabilitation centre in Bandar Makhota Cheras. We are looking for loving homes that can offer: *a clean environment with no cages or chains *regular exercise and affection *adequate nutrition and healthcare All adoptions require a house-check before being finalised. www.klpoochresortandrescue.org
31247,Ashton,home,3,baby,k1dqhyJveyiU7Ze,cat,Domestic Short Hair,None,male,gray,white,medium,no,no,yes,2019-01-18,103,no,yes,yes,yes,yes,Adopted,0,"Ashton is super active and very friendly. He loves to eat, and is putting on weight quickly. He has been dewormed, and must be neutered by his new owners once he is 6 months old. He is potty trained and could get a long with dogs. He is also an indoor cat, so adopter must keep him inside the house. Please give him a home. :)"
31248,Munchkin,home,1,baby,oUxWhrLbDVCtGfK,cat,Domestic Medium Hair,None,male,golden,None,medium,no,no,no,2019-04-10,21,no,no,no,yes,no,Adopted,0,"Temperament: Active Diet: Mixed canned food and dry kitten food Able to use litter tray * Adopter must able to commit and provide medical care when needed * If interested to adopt, kindly give me a call (Yulie) Location: Subang Jaya"
31249,Xindie,home,20,young,i90i1llLNCzeSYM,dog,Siberian Husky,Spitz,female,black,yellow,medium,yes,yes,yes,2019-04-16,15,no,yes,yes,no,yes,Adopted,0,Xindie is a very alert dog and she is very inteligent in its own way.She can also be a guard dog.
31250,Stella,shelter,4,baby,QTlXBE2mNHAJNHf,dog,Rottweiler,Mixed Breed,female,black,brown,medium,no,yes,yes,2019-02-18,72,no,yes,no,yes,yes,Pending,91017,"Stella is an adorable Rottweiler mix. She's a very friendly, playful dog, quite well behaved and intelligent. She loves being with people and will follow you around happily. Looking for loving adopter commited to spaying her upon adoption. Spaying can be done at SPECIAL RATE of RM only (Normal spaying fee RM or more) at my vet in Taipan, Subang. Address of clinic is Kinik Veterinar Mayo, 11A, USJ 10/1G, Subang Jaya and name of doctor is Dr. Khor (NOTE that this rate is for RESCUED DOGS only, an"
31251,Winter,home,1,baby,vB03EzKubtV4qsH,dog,Golden Retriever,Mixed Breed,female,yellow,None,medium,no,yes,yes,2019-03-07,55,no,no,yes,yes,no,Adopted,0,"Very Mischievous, adorable, loves to nibble on hands and a bundle of joy. Rescued from the dog pound, bottle-fed and raised since she was 10days old. Now 7weeks old."
31252,Prince,foster home,7,young,lllp3yTti1pGuwl,cat,Domestic Short Hair,None,male,gray,None,medium,yes,yes,yes,2019-01-09,112,no,no,yes,yes,yes,Not available to foster,0,Prince is a beautiful and very manja tabby cat. He is a kitten from our older cat. He needs a good home with lots of love and attention.
31253,Massimo,home,3,baby,C0FeD2KN0gmavIp,dog,Labrador Retriever,Mixed Breed,male,yellow,None,large,yes,no,yes,2019-04-11,20,no,yes,yes,yes,yes,Adopted,0,"massimo has a slight problem with his eyes but is otherwise in perfect condition. he will commence acupunture next week to address this weakness. he is loving, fun and a wonderful dog. he's good with children, dogs, cats and chickens. he is almost toilet trained and very responsive. he is for adoption to a home who can provide lots fo exercise and walks. he loves to swim and trek, so a family who lives in the suburbs would be ideal. holistically inclined, raw food feeding families strongly pref"
